Fecha,Modo,Jugador1,Jugador2,Dificultad,Número Secreto,Intentos Usados,Max Intentos,Resultado,Nota
2025-12-23 12:12:22,Solitario,Ana,,Difícil,524,5,5,Perdido,0.0
